item_identifier,outlet_identifier,item_fat_content,item_mrp,item_outlet_sales,item_visibility,item_weight,item_mrp_per_weight,item_mrp_per_visibility,outlet_age,std_of_item_mrp_wrt_item_identifier,avg_item_mrp_wrt_item_type,std_of_item_mrp_wrt_item_type,avg_item_mrp_wrt_outlet_identifier,std_of_item_mrp_wrt_outlet_identifier,avg_item_mrp_wrt_outlet_location_type,std_of_item_mrp_wrt_outlet_location_type,avg_item_mrp_wrt_outlet_size,std_of_item_mrp_wrt_outlet_size,avg_item_mrp_wrt_outlet_type,no_of_outlets_allocated_for_each_item,no_of_items_sold_wrt_each_item_type_in_each_outlet,no_of_items_sold_wrt_each_item_type_in_each_outlet_type,no_of_items_sold_wrt_each_item_type_for_each_outlet_size,no_of_items_sold_wrt_each_fat_content_in_each_outlet_type,no_of_items_sold_wrt_each_fat_content_for_each_outlet_size,no_of_items_sold_wrt_each_fat_content_for_each_item_type,no_of_outlets_allocated_wrt_outlet_size_for_each_outlet_type,item_baking_goods,item_breads,item_breakfast,item_canned,item_dairy,item_frozen_foods,item_fruits_and_vegetables,item_hard_drinks,item_health_and_hygiene,item_household,item_meat,item_seafood,item_snack_foods,item_soft_drinks,item_starchy_foods
FDV49,OUT027,0,262.6226,7136.7102,0.025702129,10.0,26.26226,10217.931751879389,28,0.9575721614815554,138.62093597785957,60.16233501731816,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,120,120,358,1008,3010,549,1559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDX48,OUT010,1,154.6656,308.9312,0.063416566,17.75,8.713554929577466,2438.883240697707,15,0.7198765326236354,127.45823720073652,57.30083627764299,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,10,72,139,610,640,2825,544,1805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCT05,OUT045,0,255.6672,4346.3424,0.020994339,10.895,23.46647085819184,12177.911388398556,11,0.850944853005852,133.10807878787855,59.7998249394365,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,8,94,563,482,6013,5171,858,6191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DRY23,OUT027,1,42.9112,809.6128,0.1085680669999999,9.394999999999998,4.567450771687069,395.2469744165198,28,1.0191227164140293,135.4037258953167,60.552402888534985,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,80,80,239,551,1645,109,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDG38,OUT027,1,83.6224,3494.1184,0.052473797,8.975,9.317259052924792,1593.6029938904553,28,1.3010679374182474,138.62093597785957,60.16233501731816,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,120,120,358,551,1645,535,1559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDM36,OUT049,1,173.5422,3448.844,0.058822142,11.65,14.89632618025751,2950.2869854688392,14,0.9010795993942162,127.45823720073652,57.30083627764299,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,119,709,357,3281,1645,544,1550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDT38,OUT018,0,85.3566,591.8962,0.057771828,18.7,4.564524064171123,1477.4779153604072,4,1.1889371003427556,147.23099753521103,70.17838495160788,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,8,124,124,373,999,3010,691,1546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDF24,OUT049,1,83.2934,1883.5482,0.025409912,15.5,5.373767741935485,3277.9885266820284,14,0.9367496997597612,127.45823720073652,57.30083627764299,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,119,709,357,3281,1645,544,1550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDV19,OUT018,1,161.9578,1444.1202,0.035400659,14.85,10.90624915824916,4574.993928785337,4,1.2832251036613396,144.30423666169895,59.22192266193132,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,10,219,219,658,547,1645,927,1546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NCR06,OUT049,0,42.9112,1022.6688,0.0067756669999999,12.5,3.432896,6333.132959456243,14,0.9054399088682962,148.7365007751935,62.54545185638939,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,8,168,1013,506,6013,3010,1548,1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDB05,OUT019,0,247.2776,743.0328,0.145669556,5.155,47.96849660523763,1697.5242239359884,28,1.2735558269838254,136.46738513323996,66.59733901075771,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,9,96,189,807,1165,5171,731,1805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDM58,OUT017,1,111.4544,2013.3792,0.080141165,16.85,6.614504451038576,1390.725977093046,6,1.1737877907772705,146.4603094017093,59.55443369546232,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,219,1311,1111,3281,2825,848,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDV03,OUT013,0,154.6314,1861.5768,0.0580429259999999,17.6,8.785875,2664.086920773085,26,1.023474474522931,140.2911413043476,59.00377937174064,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,80,477,80,6013,1004,282,1553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCO26,OUT013,0,116.4492,2316.984,0.0767916709999999,7.235,16.095259156876295,1516.430082632269,26,1.1659521621595152,148.7365007751935,62.54545185638939,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,168,1013,168,6013,1004,1548,1553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDB51,OUT017,0,64.2852,438.0964,0.038671588,6.92,9.289768786127167,1662.3367005254609,6,1.212950947070821,147.23099753521103,70.17838495160788,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,8,125,746,639,6013,5171,691,6191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDG35,OUT049,1,173.6738,2954.1546,0.0060639332222222,21.2,8.19216037735849,28640.45391587517,14,1.190704739966116,149.75191747211886,66.71695909028087,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,30,180,90,3281,1645,112,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FDL12,OUT019,1,59.522,299.61,0.212963193,15.849999999999998,3.755331230283912,279.4943067931931,28,1.0743990568375117,127.45823720073652,57.30083627764299,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,10,67,139,610,640,2825,544,1805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDM15,OUT013,1,151.4366,1360.2294,0.057373797,11.8,12.833610169491523,2639.473207603812,26,1.1910546213801887,140.2911413043476,59.00377937174064,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,80,477,80,3281,549,454,1553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCR17,OUT027,0,114.0492,3938.8728,0.02426524,9.8,11.637673469387757,4700.105995242578,28,1.525439046869553,133.10807878787855,59.7998249394365,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,8,95,95,282,1008,3010,858,1559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCT05,OUT046,0,255.3672,767.0016,0.020951848,10.895,23.438935291418083,12188.2900257772,16,0.850944853005852,133.10807878787855,59.7998249394365,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,8,95,563,482,6013,5171,858,6191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCF31,OUT045,0,152.3024,1821.6288,0.0519525729999999,9.13,16.68153340635268,2931.566065072466,11,1.1069226611546856,148.7365007751935,62.54545185638939,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,170,1013,874,6013,5171,1548,6191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDX19,OUT046,0,233.1958,5141.3076,0.096733815,19.1,12.209204188481674,2410.6957840957684,16,0.8246211251235347,144.30423666169895,59.22192266193132,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,9,220,1311,1135,6013,5171,1086,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NCO54,OUT017,0,55.4614,552.614,0.014355033,19.5,2.844174358974359,3863.550853557773,6,1.369549804376119,148.7365007751935,62.54545185638939,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,169,1013,874,6013,5171,1548,6191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NCQ53,OUT027,0,235.259,5672.616,0.018813776,17.599999999999998,13.366988636363638,12504.613640557856,28,1.1045361017187287,133.10807878787855,59.7998249394365,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,8,95,95,282,1008,3010,858,1559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DRF49,OUT049,0,111.9518,1138.518,0.071188446,7.27,15.399147180192577,1572.6119376169554,14,1.293251715637759,135.4037258953167,60.552402888534985,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,79,477,239,6013,3010,617,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDS25,OUT045,1,108.5228,1989.4104,0.140292495,6.885,15.762207697893974,773.5467246483856,11,1.478775769945454,138.62093597785957,60.16233501731816,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,120,713,608,3281,2825,535,6191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRG36,OUT046,0,170.5106,2395.5484,0.095378221,14.15,12.050219081272084,1787.7309747683385,16,0.839110924048267,135.4037258953167,60.552402888534985,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,8,80,477,407,6013,5171,617,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDK28,OUT046,0,258.2646,5410.9566,0.0655899059999999,5.695,45.34935908691834,3937.566246855119,16,1.3693063937629102,136.46738513323996,66.59733901075771,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,9,154,928,807,6013,5171,731,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDO24,OUT035,0,158.1604,1901.5248,0.176182345,11.1,14.248684684684688,897.7085643853816,9,1.2114729327007945,127.45823720073652,57.30083627764299,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,118,709,610,6013,5171,542,6191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCF54,OUT046,0,171.1422,2931.5174,0.0473770529999999,18.0,9.5079,3612.3437226034303,16,1.256140473390169,148.7365007751935,62.54545185638939,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,10,169,1013,874,6013,5171,1548,6191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDV28,OUT018,1,33.6558,203.7348,0.160379061,16.1,2.090422360248447,209.85158405435484,4,1.2314851016376769,136.46738513323996,66.59733901075771,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,10,154,154,464,547,1645,695,1546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDQ48,OUT013,1,96.5726,2251.0698,0.034382602,14.3,6.753328671328671,2808.763571762253,26,1.1861552536301048,127.45823720073652,57.30083627764299,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,8,119,709,119,3281,549,544,1553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRK23,OUT027,0,251.904,4301.068,0.071628097,8.394999999999998,30.006432400238246,3516.832228559695,28,1.151086443322126,137.29503093922645,65.78069692725421,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,40,40,119,1008,3010,362,1559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDS47,OUT027,0,87.6856,1845.5976,0.1216027754,16.75,5.23496119402985,721.0822262203071,28,1.1985639555549643,141.38984903846156,63.190637461084506,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,10,45,45,135,1008,3010,222,1559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDI09,OUT049,1,240.288,2396.88,0.12953868,20.75,11.580144578313252,1854.9517410552585,14,0.7814821083775854,141.28875056179768,60.20032889869596,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,8,10,59,30,3281,1645,36,1550,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FDN46,OUT045,1,100.8332,1537.9979999999998,0.144924795,7.21,13.985187239944525,695.7622399948884,11,1.432751820022499,146.4603094017093,59.55443369546232,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,218,1311,1111,3281,2825,848,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDD41,OUT046,1,105.0306,2090.612,0.087260103,6.765,15.52558758314856,1203.6497366958183,16,0.6947507261087061,136.46738513323996,66.59733901075771,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,8,154,928,807,3281,2825,695,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDR44,OUT010,1,131.2968,260.9936,0.0915704155555555,6.11,21.488837970540096,1433.834270636705,15,1.0902344294284132,144.30423666169895,59.22192266193132,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,9,137,263,1135,640,2825,927,1805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDA04,OUT027,1,259.7962,5697.9164,0.066406853,11.3,22.99081415929204,3912.1896048891217,28,1.319564322039671,136.46738513323996,66.59733901075771,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,8,155,155,464,551,1645,695,1559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDY25,OUT013,0,179.3976,3440.8544,0.033946163,12.0,14.949800000000002,5284.768119448434,26,0.9970492178709952,138.62093597785957,60.16233501731816,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,8,118,713,118,6013,1004,549,1553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDA40,OUT013,1,88.9856,1669.8264,0.099188598,16.0,5.5616,897.1353743703485,26,0.9726824307609924,136.46738513323996,66.59733901075771,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,155,928,155,3281,549,695,1553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DRK11,OUT013,0,150.8392,2982.784,0.010755465,8.21,18.372618757612667,14024.423862659589,26,1.0447145885018465,137.29503093922645,65.78069692725421,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,8,40,239,40,6013,1004,362,1553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDB45,OUT019,0,106.5306,104.5306,0.037345714,20.85,5.10938129496403,2852.552236650235,28,1.081665382639201,144.30423666169895,59.22192266193132,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,9,126,263,1135,1165,5171,1086,1805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDT47,OUT045,1,95.6068,2332.9632,0.02455854,5.26,18.17619771863118,3893.0164415311338,11,1.054092553389461,141.38984903846156,63.190637461084506,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,45,268,236,3281,2825,194,6191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI31,OUT035,0,37.819,439.42800000000005,0.08131178,20.0,1.89095,465.1109593222532,9,1.2525529485370628,133.7450471428572,60.73397201209741,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,30,180,160,6013,5171,280,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH26,OUT018,1,141.1496,282.2992,0.034841089,19.25,7.332446753246753,4051.239615386304,4,0.759934207678531,138.62093597785957,60.16233501731816,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,9,119,119,358,547,1645,535,1546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDV09,OUT018,0,149.5734,2227.101,0.020652362,12.1,12.361438016528924,7242.435514155717,4,1.4040022158893564,146.4603094017093,59.55443369546232,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,10,219,219,658,999,3010,1141,1546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDH53,OUT018,1,82.8592,1733.7432,0.019277945,20.5,4.041912195121951,4298.134474395481,4,0.9854496999396294,136.46738513323996,66.59733901075771,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,9,154,154,464,547,1645,695,1546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDX48,OUT017,1,154.0656,1390.1904,0.038102203,17.75,8.679752112676056,4043.482735105893,6,0.7198765326236354,127.45823720073652,57.30083627764299,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,117,709,610,3281,2825,544,6191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDC17,OUT035,0,209.9928,5259.82,0.015457803,12.15,17.283358024691356,13584.905953323378,9,1.134802968703289,136.46738513323996,66.59733901075771,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,155,928,807,6013,5171,731,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DRF27,OUT049,0,152.234,5053.4220000000005,0.0284614529999999,8.93,17.0474804031355,5348.778222952989,14,0.903388682191175,147.23099753521103,70.17838495160788,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,124,746,373,6013,3010,691,1550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDM13,OUT018,0,132.8626,524.6504,0.063432676,6.425,20.67900389105058,2094.545089032662,4,0.8874119674649327,137.98544408602152,56.218723517509325,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,9,20,20,60,999,3010,66,1546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDG31,OUT027,0,64.4826,2518.7214,0.037712875,12.150000000000002,5.307209876543209,1709.8298657951696,28,1.2233378746509724,140.2911413043476,59.00377937174064,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,10,80,80,236,1008,3010,282,1559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FDX45,OUT045,0,156.66299999999998,2816.3340000000003,0.105068444,16.75,9.353014925373133,1491.0566297146268,11,0.8246211251235327,146.4603094017093,59.55443369546232,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,218,1311,1111,6013,5171,1141,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NCG30,OUT019,0,125.8046,249.0092,0.196659953,20.2,6.227950495049505,639.7062446160556,28,1.1289129481250724,148.7365007751935,62.54545185638939,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,9,93,197,874,1165,5171,1548,1805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDG22,OUT035,1,38.119,732.38,0.041373331,17.6,2.1658522727272724,921.3423013970038,9,1.410476672775713,146.4603094017093,59.55443369546232,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,219,1311,1111,3281,2825,848,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDM40,OUT013,0,141.5154,850.8924,0.159803853,10.195,13.880863168219715,885.5568707720709,26,1.1252160286412047,136.46738513323996,66.59733901075771,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,155,928,155,6013,1004,731,1553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDZ21,OUT010,1,94.841,193.082,0.065649353,17.6,5.388693181818182,1444.6600867490654,15,1.445779297741451,146.4603094017093,59.55443369546232,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,9,123,239,1111,640,2825,848,1805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDY32,OUT010,0,165.021,815.605,0.216323008,7.605,21.699013806706112,762.845346529205,15,1.221520000291069,144.30423666169895,59.22192266193132,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,10,137,263,1135,1165,5171,1086,1805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DRI13,OUT017,0,216.4508,5426.27,0.020441939,15.35,14.101029315960911,10588.565008436824,6,0.7596991885890495,135.4037258953167,60.552402888534985,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,8,80,477,407,6013,5171,617,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDD14,OUT013,0,183.5266,4426.2384,0.169667145,20.7,8.866019323671498,1081.6861449516346,26,1.0187137859957385,138.62093597785957,60.16233501731816,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,10,118,713,118,6013,1004,549,1553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDQ32,OUT018,1,123.8388,866.8716,0.04679836,17.85,6.937747899159664,2646.220935947328,4,1.3364546797819647,144.30423666169895,59.22192266193132,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,9,219,219,658,547,1645,927,1546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DRC12,OUT035,0,191.6188,2475.4444,0.03781972,17.85,10.734946778711484,5066.637193506456,9,1.2418304462135157,135.4037258953167,60.552402888534985,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,8,80,477,407,6013,5171,617,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDO10,OUT019,1,58.7588,400.8116,0.0085099589,13.650000000000002,4.304673992673992,6904.710197836561,28,1.309113355587582,146.4603094017093,59.55443369546232,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,10,116,239,1111,640,2825,848,1805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDB05,OUT046,0,246.0776,990.7104,0.083198341,5.155,47.73571290009699,2957.722438239484,16,1.2735558269838254,136.46738513323996,66.59733901075771,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,9,154,928,807,6013,5171,731,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDM24,OUT035,1,151.7366,3325.0052,0.079312367,6.135,24.732942135289328,1913.1518291466448,9,1.0124228365658317,127.45823720073652,57.30083627764299,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,118,709,610,3281,2825,544,6191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDI15,OUT019,0,263.1884,529.9768,0.24749009,13.8,19.0716231884058,1063.4300549165423,28,0.7030884249746479,147.23099753521103,70.17838495160788,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,10,70,141,639,1165,5171,691,1805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCG18,OUT027,0,102.8332,2768.3964,0.02286663,15.3,6.721124183006537,4497.0859282718975,28,1.0336558636434288,148.7365007751935,62.54545185638939,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,10,170,170,506,1008,3010,1548,1559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDO60,OUT017,0,45.3086,490.6946,0.034563936,20.0,2.26543,1310.863438700963,6,0.926012958872606,127.45823720073652,57.30083627764299,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,117,709,610,6013,5171,542,6191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRN59,OUT027,0,46.206,1304.968,0.0638310129999999,15.0,3.0804,723.8800988478753,28,1.075705748400956,137.29503093922645,65.78069692725421,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,8,40,40,119,1008,3010,362,1559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDZ56,OUT019,0,167.5474,1010.6844,0.04506213,16.25,10.31060923076923,3718.142040777922,28,1.1432896007185274,144.30423666169895,59.22192266193132,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,10,126,263,1135,1165,5171,1086,1805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDG34,OUT027,1,107.8254,1410.8302,0.0373884929999999,11.5,9.376121739130436,2883.919391990472,28,1.4771406312347035,146.4603094017093,59.55443369546232,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,220,220,658,551,1645,848,1559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDN04,OUT017,1,178.2344,2854.9504,0.014166739,11.8,15.104610169491524,12581.18752664251,6,1.2094124901904162,136.46738513323996,66.59733901075771,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,8,155,928,807,3281,2825,695,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NCU54,OUT010,0,207.727,209.727,0.165073642,8.88,23.39268018018018,1258.3898766830382,15,1.10453610171872,148.7365007751935,62.54545185638939,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,9,104,197,874,1165,5171,1548,1805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
